Name,ID,Species,Forme,Type1,Type2,Ability1,Ability2,AbilityH,HP,Attack,Defense,SpAttack,SpDefense,Speed,Total,Weight,Height,Dex1,Dex2,Class,%Male,%Female,Pre-Evolution,Egg Group 1,Egg Group 2,Type Concat,Ability Concat,,HP,ATK,DEF,SP_ATK,SP_DEF,SPEED,TOTAL
Riolu,447,Riolu,Riolu,Fighting,,Steadfast,Inner Focus,Prankster,40,70,40,35,40,60,285,44.5 lbs.,"2'04""","It can discern the physical and emotional states of people, PokÃ©mon, and other natural things from the shape of their aura waves.","Itâ€™s tough enough to run right through the night, and itâ€™s also a hard worker, but itâ€™s still just a youngster.",Emanation,0.875,0.125,,Undiscovered,,Fighting,Steadfast / Inner Focus / Prankster*,,20,35,20,18,20,30,143
Lucario,448,Lucario,Lucario,Fighting,Steel,Steadfast,Inner Focus,Justified,70,110,70,115,70,90,525,119.0 lbs.,"3'11""","Not only does it perceive auras, but it has also gained the power to control them. It employs them in battle.",They can detect the species of a living beingâ€” and its emotionsâ€”from over half a mile away. They control auras and hunt their prey in packs.,Aura,0.875,0.125,Riolu,Field,Human-Like,Fighting / Steel,Steadfast / Inner Focus / Justified*,,35,55,35,58,35,45,263
Hippopotas,449,Hippopotas,Hippopotas,Ground,,Sand Stream,,Sand Force,68,72,78,38,42,32,330,109.1 lbs.,"2'07""",,,Hippo,0.5,0.5,,Field,,Ground,Sand Stream / Sand Force*,,34,36,39,19,21,16,165
Hippowdon,450,Hippowdon,Hippowdon,Ground,,Sand Stream,,Sand Force,108,112,118,68,72,47,525,661.4 lbs.,"6'07""",,,Heavyweight,0.5,0.5,Hippopotas,Field,,Ground,Sand Stream / Sand Force*,,54,56,59,34,36,24,263
Skorupi,451,Skorupi,Skorupi,Poison,Bug,Battle Armor,Sniper,Keen Eye,40,50,90,30,55,65,330,26.5 lbs.,"2'07""",,,Scorpion,0.5,0.5,,Bug,Water 3,Poison / Bug,Battle Armor / Sniper / Keen Eye*,,20,25,45,15,28,33,165
Drapion,452,Drapion,Drapion,Poison,Dark,Battle Armor,Sniper,Keen Eye,70,90,110,60,75,95,500,135.6 lbs.,"4'03""",,,Ogre Scorpion,0.5,0.5,Skorupi,Bug,Water 3,Poison / Dark,Battle Armor / Sniper / Keen Eye*,,35,45,55,30,38,48,250
Croagunk,453,Croagunk,Croagunk,Poison,Fighting,Anticipation,Dry Skin,Poison Touch,48,61,40,61,40,50,300,50.7 lbs.,"2'04""",,,Toxic Mouth,0.5,0.5,,Human-Like,,Poison / Fighting,Anticipation / Dry Skin / Poison Touch*,,24,31,20,31,20,25,150
Toxicroak,454,Toxicroak,Toxicroak,Poison,Fighting,Anticipation,Dry Skin,Poison Touch,83,106,65,86,65,85,490,97.9 lbs.,"4'03""",,,Toxic Mouth,0.5,0.5,Croagunk,Human-Like,,Poison / Fighting,Anticipation / Dry Skin / Poison Touch*,,42,53,33,43,33,43,245
Carnivine,455,Carnivine,Carnivine,Grass,,Levitate,,,74,100,72,90,72,46,454,59.5 lbs.,"4'07""",,,Bug Catcher,0.5,0.5,,Grass,,Grass,Levitate,,37,50,36,45,36,23,227
Finneon,456,Finneon,Finneon,Water,,Swift Swim,Storm Drain,Water Veil,49,49,56,49,61,66,330,15.4 lbs.,"1'04""","It absorbs sunlight with the pink areas of its skin, which then shine. This appears to be a of camouflage.","Its double tail fins propel its energetic jumps. When it breaks the surface of the sea, Wingull swoop down to grab it on the fly.",Wing Fish,0.5,0.5,,Water 2,,Water,Swift Swim / Storm Drain / Water Veil*,,25,25,28,25,31,33,165
Lumineon,457,Lumineon,Lumineon,Water,,Swift Swim,Storm Drain,Water Veil,69,69,76,69,86,91,460,52.9 lbs.,"3'11""","With its shining light, it lures its prey close. However, the light also happens to attract ferocious fish PokÃ©monâ€”its natural predators.",This deep-sea PokÃ©mon lives at the bottom of the sea. Its fins haul it over the seabed in search of its favorite foodâ€”Starmie.,Neon,0.5,0.5,Finneon,Water 2,,Water,Swift Swim / Storm Drain / Water Veil*,,35,35,38,35,43,46,230
Mantyke,458,Mantyke,Mantyke,Water,Flying,Swift Swim,Water Absorb,Water Veil,45,20,50,60,120,50,345,143.3 lbs.,"3'03""",,,Kite,0.5,0.5,,Undiscovered,,Water / Flying,Swift Swim / Water Absorb / Water Veil*,,23,10,25,30,60,25,173
Snover,459,Snover,Snover,Grass,Ice,Snow Warning,,Soundproof,60,62,50,62,60,40,334,111.3 lbs.,"3'03""",,,Frost Tree,0.5,0.5,,Monster,Grass,Grass / Ice,Snow Warning / Soundproof*,,30,31,25,31,30,20,167
Abomasnow,460,Abomasnow,Abomasnow,Grass,Ice,Snow Warning,,Soundproof,90,92,75,92,85,60,494,298.7 lbs.,"7'03""",,,Frost Tree,0.5,0.5,Snover,Monster,Grass,Grass / Ice,Snow Warning / Soundproof*,,45,46,38,46,43,30,247
Weavile,461,Weavile,Weavile,Dark,Ice,Pressure,,Pickpocket,70,120,65,45,85,125,510,75.0 lbs.,"3'07""","They travel in groups of four or five, leaving signs for one another on trees and rocks. They bring down their prey with coordinated attacks.","They dwell in cold places. This PokÃ©monâ€™s main food source in Alola is Vulpix and Sandshrew, which they carefully divide among their group.",Sharp Claw,0.5,0.5,Sneasel,Field,,Dark / Ice,Pressure / Pickpocket*,,35,60,33,23,43,63,255
Magnezone,462,Magnezone,Magnezone,Electric,Steel,Magnet Pull,Sturdy,Analytic,70,70,115,130,90,60,535,396.8 lbs.,"3'11""",Three units generate magnetism. There have been many mistaken reports of UFO sightings when Magnezone flies through the night sky.,"As it zooms through the sky, this PokÃ©mon seems to be receiving signals of unknown origin, while transmitting signals of unknown purpose.",Magnet Area,0.5,0.5,Magneton,Mineral,,Electric / Steel,Magnet Pull / Sturdy / Analytic*,,35,35,58,65,45,30,268
Lickilicky,463,Lickilicky,Lickilicky,Normal,,Own Tempo,Oblivious,Cloud Nine,110,85,95,80,95,50,515,308.6 lbs.,"5'07""",,,Licking,0.5,0.5,Lickitung,Monster,,Normal,Own Tempo / Oblivious / Cloud Nine*,,55,43,48,40,48,25,258
Rhyperior,464,Rhyperior,Rhyperior,Ground,Rock,Lightning Rod,Solid Rock,Reckless,115,140,130,55,55,40,535,623.5 lbs.,"7'10""",,,Drill,0.5,0.5,Rhydon,Monster,Field,Ground / Rock,Lightning Rod / Solid Rock / Reckless*,,58,70,65,28,28,20,268
Tangrowth,465,Tangrowth,Tangrowth,Grass,,Chlorophyll,Leaf Guard,Regenerator,100,100,125,110,50,50,535,283.5 lbs.,"6'07""",,,Vine,0.5,0.5,Tangela,Grass,,Grass,Chlorophyll / Leaf Guard / Regenerator*,,50,50,63,55,25,25,268
Electivire,466,Electivire,Electivire,Electric,,Motor Drive,,Vital Spirit,75,123,67,95,85,95,540,305.6 lbs.,"5'11""",It pushes the tips of its tails against its foes and then lets loose a high-voltage current. Its foes are burned to a crisp in an instant.,"When it gets excited, it thumps its chest. With every thud, thunder roars and electric sparks shower all around.",Thunderbolt,0.5,0.5,Electabuzz,Human-Like,,Electric,Motor Drive / Vital Spirit*,,38,62,34,48,43,48,270
Magmortar,467,Magmortar,Magmortar,Fire,,Flame Body,,Vital Spirit,75,95,67,125,95,83,540,149.9 lbs.,"5'03""","They dwell in volcanic craters. According to what is known, a single pair of male and female Magmortar lives in one volcano.","From its arm, it launches fireballs hotter than 3,500 degrees Fahrenheit. Its arm starts to melt when it fires a whole barrage.",Blast,0.5,0.5,Magmar,Human-Like,,Fire,Flame Body / Vital Spirit*,,38,48,34,63,48,42,270
Togekiss,468,Togekiss,Togekiss,Fairy,Flying,Hustle,Serene Grace,Super Luck,85,50,95,120,115,80,545,83.8 lbs.,"4'11""",,,Jubilee,0.875,0.125,Togetic,Flying,Fairy,Fairy / Flying,Hustle / Serene Grace / Super Luck*,,43,25,48,60,58,40,273
Yanmega,469,Yanmega,Yanmega,Bug,Flying,Speed Boost,Tinted Lens,Frisk,86,76,86,116,56,95,515,113.5 lbs.,"6'03""",,,Ogre Darner,0.5,0.5,Yanma,Bug,,Bug / Flying,Speed Boost / Tinted Lens / Frisk*,,43,38,43,58,28,48,258
Leafeon,470,Leafeon,Leafeon,Grass,,Leaf Guard,,Chlorophyll,65,110,130,60,65,95,525,56.2 lbs.,"3'03""",Its cellular composition is closer to that of a plant than an animal. It uses photosynthesis to produce its energy supply without eating food.,"The younger they are, the more they smell like fresh grass. With age, their fragrance takes on the odor of fallen leaves.",Verdant,0.875,0.125,Eevee,Field,,Grass,Leaf Guard / Chlorophyll*,,33,55,65,30,33,48,263
Glaceon,471,Glaceon,Glaceon,Ice,,Snow Cloak,,Ice Body,65,60,110,130,95,65,525,57.1 lbs.,"2'07""","It can control its body temperature at will. This enables it to freeze the moisture in the atmosphere, creating flurries of diamond dust.","It freezes its fur into icicles, spiky and sharp, and tackles its prey.",Fresh Snow,0.875,0.125,Eevee,Field,,Ice,Snow Cloak / Ice Body*,,33,30,55,65,48,33,263
Gliscor,472,Gliscor,Gliscor,Ground,Flying,Hyper Cutter,Sand Veil,Poison Heal,75,95,125,45,75,95,510,93.7 lbs.,"6'07""",,,Fang Scorpion,0.5,0.5,Gligar,Bug,,Ground / Flying,Hyper Cutter / Sand Veil / Poison Heal*,,38,48,63,23,38,48,255
Mamoswine,473,Mamoswine,Mamoswine,Ice,Ground,Oblivious,Snow Cloak,Thick Fat,110,130,80,70,60,80,530,641.5 lbs.,"8'02""",,,Twin Tusk,0.5,0.5,Piloswine,Field,,Ice / Ground,Oblivious / Snow Cloak / Thick Fat*,,55,65,40,35,30,40,265
Porygon-Z,474,Porygon-Z,Porygon-Z,Normal,,Adaptability,Download,Analytic,85,80,70,135,75,90,535,75.0 lbs.,"2'11""","In order to create a more advanced PokÃ©mon, an additional program was installed, but apparently it contained a defect that makes it move oddly.","Its program was modified to facilitate extra-dimensional activities, but that led to noticeably strange behavior.",Virtual,,,Porygon2,Mineral,,Normal,Adaptability / Download / Analytic*,,43,40,35,68,38,45,268
Gallade,475,Gallade,Gallade,Psychic,Fighting,Steadfast,,Justified,68,125,65,65,115,80,518,114.6 lbs.,"5'03""",,,Blade,1,0,Kirlia,Amorphous,,Psychic / Fighting,Steadfast / Justified*,,34,63,33,33,58,40,259
Probopass,476,Probopass,Probopass,Rock,Steel,Sturdy,Magnet Pull,Sand Force,60,55,145,75,150,40,525,749.6 lbs.,"4'07""",It radiates such a powerful magnetic field that nearby electrical appliances become unusable.,"The main body controls three mobile units called Mini-Noses, which it maneuvers to catch prey.",Compass,0.5,0.5,Nosepass,Mineral,,Rock / Steel,Sturdy / Magnet Pull / Sand Force*,,30,28,73,38,75,20,263
Dusknoir,477,Dusknoir,Dusknoir,Ghost,,Pressure,,Frisk,45,100,135,65,135,45,525,235.0 lbs.,"7'03""",,,Gripper,0.5,0.5,Dusclops,Amorphous,,Ghost,Pressure / Frisk*,,23,50,68,33,68,23,263
Froslass,478,Froslass,Froslass,Ice,Ghost,Snow Cloak,,Cursed Body,70,80,70,80,70,110,480,58.6 lbs.,"4'03""","When it finds humans or PokÃ©mon it likes, it freezes them and takes them to its chilly den, where they become decorations.","The soul of a woman lost on a snowy mountain possessed an icicle, becoming this PokÃ©mon. The food it most relishes is the souls of men.",Snow Land,0,1,Snover,Fairy,Mineral,Ice / Ghost,Snow Cloak / Cursed Body*,,35,40,35,40,35,55,240
Rotom,479,Rotom,Rotom-Rotom,Electric,Ghost,Levitate,,,50,50,77,95,77,91,440,0.7 lbs.,"1'00""",,,Plasma,,,,Amorphous,,Electric / Ghost,Levitate,,25,25,39,48,39,46,220
Uxie,480,Uxie,Uxie,Psychic,,Levitate,,,75,75,130,75,130,95,580,0.7 lbs.,"1'00""",,,Knowledge,,,,Undiscovered,,Psychic,Levitate,,38,38,65,38,65,48,290
Mesprit,481,Mesprit,Mesprit,Psychic,,Levitate,,,80,105,105,105,105,80,580,0.7 lbs.,"1'00""",,,Emotion,,,,Undiscovered,,Psychic,Levitate,,40,53,53,53,53,40,290
Azelf,482,Azelf,Azelf,Psychic,,Levitate,,,75,125,70,125,70,115,580,0.7 lbs.,"1'00""",,,Willpower,,,,Undiscovered,,Psychic,Levitate,,38,63,35,63,35,58,290
Dialga,483,Dialga,Dialga,Steel,Dragon,Pressure,,Telepathy,100,120,120,150,100,90,680,1505.8 lbs.,"17'09""",,,Temporal,,,,Undiscovered,,Steel / Dragon,Pressure / Telepathy*,,50,60,60,75,50,45,340
Palkia,484,Palkia,Palkia,Water,Dragon,Pressure,,Telepathy,90,120,100,150,120,100,680,740.8 lbs.,"13'09""",,,Spatial,,,,Undiscovered,,Water / Dragon,Pressure / Telepathy*,,45,60,50,75,60,50,340
Heatran,485,Heatran,Heatran,Fire,Steel,Flash Fire,,Flame Body,91,90,106,130,106,77,600,948.0 lbs.,"5'07""",,,Lava Dome,0.5,0.5,,Undiscovered,,Fire / Steel,Flash Fire / Flame Body*,,46,45,53,65,53,39,300
Regigigas,486,Regigigas,Regigigas,Normal,,Slow Start,,,110,160,110,80,110,100,670,925.9 lbs.,"12'02""",,,Colossal,,,,Undiscovered,,Normal,Slow Start,,55,80,55,40,55,50,335
Giratina,487,Giratina,Giratina-Alterede,Ghost,Dragon,Pressure,,Telepathy,150,100,120,100,120,90,680,1653.5 lbs.,"14'09""",,,Renegade,,,,Undiscovered,,Ghost / Dragon,Pressure / Telepathy*,,75,50,60,50,60,45,340
Cresselia,488,Cresselia,Cresselia,Psychic,,Levitate,,,120,70,120,75,130,85,600,188.7 lbs.,"4'11""",,,Lunar,,,,Undiscovered,,Psychic,Levitate,,60,35,60,38,65,43,300
Phione,489,Phione,Phione,Water,,Hydration,,,80,80,80,80,80,80,480,6.8 lbs.,"1'04""",,,Sea Drifter,,,,Water 1,Fairy,Water,Hydration,,40,40,40,40,40,40,240
Manaphy,490,Manaphy,Manaphy,Water,,Hydration,,,100,100,100,100,100,100,600,3.1 lbs.,"1'00""",,,Seafaring,,,,Water 1,Fairy,Water,Hydration,,50,50,50,50,50,50,300
Darkrai,491,Darkrai,Darkrai,Dark,,Bad Dreams,,,70,90,90,135,90,125,600,111.3 lbs.,"4'11""",,,Pitch-Black,,,,Undiscovered,,Dark,Bad Dreams,,35,45,45,68,45,63,300
Shaymin,492,Shaymin,Shaymin-Lande,Grass,,Natural Cure,,,100,100,100,100,100,100,600,4.6 lbs.,"0'08""",,,Gratitude,,,,Undiscovered,,Grass,Natural Cure,,50,50,50,50,50,50,300
Arceus,493,Arceus,Arceus-Normal,Normal,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha,,,,Undiscovered,,Normal,Multitype,,60,60,60,60,60,60,360
Victini,494,Victini,Victini,Psychic,Fire,Victory Star,,,100,100,100,100,100,100,600,8.8 lbs.,"1'04""",,,Victory,0,1,,Undiscovered,,Psychic / Fire,Victory Star,,50,50,50,50,50,50,300
Snivy,495,Snivy,Snivy,Grass,,Overgrow,,Contrary,45,45,55,45,55,63,308,17.9 lbs.,"2'00""",,,Grass Snake,0.875,0.125,,Field,Grass,Grass,Overgrow / Contrary*,,23,23,28,23,28,32,154
Servine,496,Servine,Servine,Grass,,Overgrow,,Contrary,60,60,75,60,75,83,413,35.3 lbs.,"2'07""",,,Grass Snake,0.875,0.125,Snivy,Field,Grass,Grass,Overgrow / Contrary*,,30,30,38,30,38,42,207
Serperior,497,Serperior,Serperior,Grass,,Overgrow,,Contrary,75,75,95,75,95,113,528,138.9 lbs.,"10'10""",,,Regal,0.875,0.125,Servine,Field,Grass,Grass,Overgrow / Contrary*,,38,38,48,38,48,57,264
Tepig,498,Tepig,Tepig,Fire,,Blaze,,Thick Fat,65,63,45,45,45,45,308,21.8 lbs.,"1'08""",,,Fire Pig,0.875,0.125,,Field,,Fire,Blaze / Thick Fat*,,33,32,23,23,23,23,154
Pignite,499,Pignite,Pignite,Fire,Fighting,Blaze,,Thick Fat,90,93,55,70,55,55,418,122.4 lbs.,"3'03""",,,Fire Pig,0.875,0.125,Tepig,Field,,Fire / Fighting,Blaze / Thick Fat*,,45,47,28,35,28,28,209
Emboar,500,Emboar,Emboar,Fire,Fighting,Blaze,,Reckless,110,123,65,100,65,65,528,330.7 lbs.,"5'03""",,,Mega Fire Pig,0.875,0.125,Pignite,Field,,Fire / Fighting,Blaze / Reckless*,,55,62,33,50,33,33,264
Oshawott,501,Oshawott,Oshawott,Water,,Torrent,,Shell Armor,55,55,45,63,45,45,308,13.0 lbs.,"1'08""",,,Sea Otter,0.875,0.125,,Field,,Water,Torrent / Shell Armor*,,28,28,23,32,23,23,154
Dewott,502,Dewott,Dewott,Water,,Torrent,,Shell Armor,75,75,60,83,60,60,413,54.0 lbs.,"2'07""",,,Discipline,0.875,0.125,Oshawott,Field,,Water,Torrent / Shell Armor*,,38,38,30,42,30,30,207
Samurott,503,Samurott,Samurott,Water,,Torrent,,Shell Armor,95,100,85,108,70,70,528,208.6 lbs.,"4'11""",,,Formidable,0.875,0.125,Dewott,Field,,Water,Torrent / Shell Armor*,,48,50,43,54,35,35,264
Patrat,504,Patrat,Patrat,Normal,,Run Away,Keen Eye,Analytic,45,55,39,35,39,42,255,25.6 lbs.,"1'08""",,,Scout,0.5,0.5,,Field,,Normal,Run Away / Keen Eye / Analytic*,,23,28,20,18,20,21,128
Watchog,505,Watchog,Watchog,Normal,,Illuminate,Keen Eye,Analytic,60,85,69,60,69,77,420,59.5 lbs.,"3'07""",,,Lookout,0.5,0.5,Patrat,Field,,Normal,Illuminate / Keen Eye / Analytic*,,30,43,35,30,35,39,210
Lillipup,506,Lillipup,Lillipup,Normal,,Vital Spirit,Pickup,Run Away,45,60,45,25,45,55,275,9.0 lbs.,"1'04""","Because it doesnâ€™t yelp, itâ€™s extremely popular with Trainers who live in apartment buildings.","The long fur surrounding its face functions as radar, enabling it to probe the condition of its battle opponents.",Puppy,0.5,0.5,,Field,,Normal,Vital Spirit / Pickup / Run Away*,,23,30,23,13,23,28,138
Herdier,507,Herdier,Herdier,Normal,,Intimidate,Sand Rush,Scrappy,65,80,65,35,65,60,370,32.4 lbs.,"2'11""",Its dense black fur grows continuously. The high cost of keeping its hard fur properly groomed makes this a troublesome PokÃ©mon to train.,"This PokÃ©mon obeys its masterâ€™s orders faithfully. However, it refuses to listen to anything said by a person it doesnâ€™t respect.",Loyal Dog,0.5,0.5,Lillipup,Field,,Normal,Intimidate / Sand Rush / Scrappy*,,33,40,33,18,33,30,185
Stoutland,508,Stoutland,Stoutland,Normal,,Intimidate,Sand Rush,Scrappy,85,110,90,45,90,80,500,134.5 lbs.,"3'11""","Intelligent, good-natured, and valiant, itâ€™s a trustworthy partner on rescue teams.","With this wise PokÃ©mon, there could be no concern that it would ever attack people. Some parents even trust it to babysit.",Big-Hearted,0.5,0.5,Herdier,Field,,Normal,Intimidate / Sand Rush / Scrappy*,,43,55,45,23,45,40,250
Purrloin,509,Purrloin,Purrloin,Dark,,Limber,Unburden,Prankster,41,50,37,50,37,66,281,22.3 lbs.,"1'04""",,,Devious,0.5,0.5,,Field,,Dark,Limber / Unburden / Prankster*,,21,25,19,25,19,33,141
Liepard,510,Liepard,Liepard,Dark,,Limber,Unburden,Prankster,64,88,50,88,50,106,446,82.7 lbs.,"3'07""",,,Cruel,0.5,0.5,Purrloin,Field,,Dark,Limber / Unburden / Prankster*,,32,44,25,44,25,53,223
Pansage,511,Pansage,Pansage,Grass,,Gluttony,,Overgrow,50,53,48,53,48,64,316,23.1 lbs.,"2'00""",,,Grass Monkey,0.875,0.125,,Field,,Grass,Gluttony / Overgrow*,,25,27,24,27,24,32,158
Simisage,512,Simisage,Simisage,Grass,,Gluttony,,Overgrow,75,98,63,98,63,101,498,67.2 lbs.,"3'07""",,,Thorn Monkey,0.875,0.125,Pansage,Field,,Grass,Gluttony / Overgrow*,,38,49,32,49,32,51,249
Pansear,513,Pansear,Pansear,Fire,,Gluttony,,Blaze,50,53,48,53,48,64,316,24.3 lbs.,"2'00""",,,High Temp,0.875,0.125,,Field,,Fire,Gluttony / Blaze*,,25,27,24,27,24,32,158
Simisear,514,Simisear,Simisear,Fire,,Gluttony,,Blaze,75,98,63,98,63,101,498,61.7 lbs.,"3'03""",,,Ember,0.875,0.125,Pansear,Field,,Fire,Gluttony / Blaze*,,38,49,32,49,32,51,249
Panpour,515,Panpour,Panpour,Water,,Gluttony,,Torrent,50,53,48,53,48,64,316,29.8 lbs.,"2'00""",,,Spray,0.875,0.125,,Field,,Water,Gluttony / Torrent*,,25,27,24,27,24,32,158
Simipour,516,Simipour,Simipour,Water,,Gluttony,,Torrent,75,98,63,98,63,101,498,63.9 lbs.,"3'03""",,,Geyser,0.875,0.125,Panpour,Field,,Water,Gluttony / Torrent*,,38,49,32,49,32,51,249
Munna,517,Munna,Munna,Psychic,,Forewarn,Synchronize,Telepathy,76,25,45,67,55,24,292,51.4 lbs.,"2'00""",,,Dream Eater,0.5,0.5,,Field,,Psychic,Forewarn / Synchronize / Telepathy*,,38,13,23,34,28,12,146
Musharna,518,Musharna,Musharna,Psychic,,Forewarn,Synchronize,Telepathy,116,55,85,107,95,29,487,133.4 lbs.,"3'07""",,,Drowsing,0.5,0.5,Munna,Field,,Psychic,Forewarn / Synchronize / Telepathy*,,58,28,43,54,48,15,244
Pidove,519,Pidove,Pidove,Normal,Flying,Big Pecks,Super Luck,Rivalry,50,55,50,36,30,43,264,4.6 lbs.,"1'00""",,,Tiny Pigeon,0.5,0.5,,Flying,,Normal / Flying,Big Pecks / Super Luck / Rivalry*,,25,28,25,18,15,22,132
Tranquill,520,Tranquill,Tranquill,Normal,Flying,Big Pecks,Super Luck,Rivalry,62,77,62,50,42,65,358,33.1 lbs.,"2'00""",,,Wild Pigeon,0.5,0.5,Pidove,Flying,,Normal / Flying,Big Pecks / Super Luck / Rivalry*,,31,39,31,25,21,33,179
Unfezant,521,Unfezant,Unfezant,Normal,Flying,Big Pecks,Super Luck,Rivalry,80,115,80,65,55,93,488,63.9 lbs.,"3'11""",,,Proud,0.5,0.5,Tranquill,Flying,,Normal / Flying,Big Pecks / Super Luck / Rivalry*,,40,58,40,33,28,47,244
Blitzle,522,Blitzle,Blitzle,Electric,,Lightning Rod,Motor Drive,Sap Sipper,45,60,32,50,32,76,295,65.7 lbs.,"2'07""",,,Electrified,0.5,0.5,,Field,,Electric,Lightning Rod / Motor Drive / Sap Sipper*,,23,30,16,25,16,38,148
Zebstrika,523,Zebstrika,Zebstrika,Electric,,Lightning Rod,Motor Drive,Sap Sipper,75,100,63,80,63,116,497,175.3 lbs.,"5'03""",,,Thunderbolt,0.5,0.5,Blitzle,Field,,Electric,Lightning Rod / Motor Drive / Sap Sipper*,,38,50,32,40,32,58,249
Roggenrola,524,Roggenrola,Roggenrola,Rock,,Sturdy,Weak Armor,Sand Force,55,75,85,25,25,15,280,39.7 lbs.,"1'04""","Born deep within the ground, it compares itself with similar species, such as Geodude and Carbink, to settle which has the hardest body.","The hexagonal cavity is its ear. It walks in the direction of sounds it hears, but if the sounds cease, it panics and topples over.",Mantle,0.5,0.5,,Mineral,,Rock,Sturdy / Weak Armor / Sand Force*,,28,38,43,13,13,8,140
Boldore,525,Boldore,Boldore,Rock,,Sturdy,Weak Armor,Sand Force,70,105,105,50,40,20,390,224.9 lbs.,"2'11""",Its orange crystal is a mass of energy. Just one crystal fragment would provide enough fuel for a hundred dump trucks.,"It explores caves in search of underground water. Itâ€™s not comfortable around water, so this PokÃ©mon takes great care in lapping it up.",Ore,0.5,0.5,Roggenrola,Mineral,,Rock,Sturdy / Weak Armor / Sand Force*,,35,53,53,25,20,10,195
Gigalith,526,Gigalith,Gigalith,Rock,,Sturdy,Sand Stream,Sand Force,85,135,130,60,80,25,515,573.2 lbs.,"5'07""","The blasts of energy it makes from sunbeams have terrifying power. However, itâ€™s not able to fire its blasts at night or on rainy days.","Known for its hefty horsepower, this PokÃ©mon is a popular partner for construction workers.",Compressed,0.5,0.5,Boldore,Mineral,,Rock,Sturdy / Sand Stream / Sand Force*,,43,68,65,30,40,13,258
Woobat,527,Woobat,Woobat,Psychic,Flying,Unaware,Klutz,Simple,65,45,43,55,43,72,323,4.6 lbs.,"1'04""",,,Bat,0.5,0.5,,Field,Flying,Psychic / Flying,Unaware / Klutz / Simple*,,33,23,22,28,22,36,162
Swoobat,528,Swoobat,Swoobat,Psychic,Flying,Unaware,Klutz,Simple,67,57,55,77,55,114,425,23.1 lbs.,"2'11""",,,Courting,0.5,0.5,Woobat,Field,Flying,Psychic / Flying,Unaware / Klutz / Simple*,,34,29,28,39,28,57,213
Drilbur,529,Drilbur,Drilbur,Ground,,Sand Rush,Sand Force,Mold Breaker,60,85,40,30,45,68,328,18.7 lbs.,"1'00""",,,Mole,0.5,0.5,,Field,,Ground,Sand Rush / Sand Force / Mold Breaker*,,30,43,20,15,23,34,164
Excadrill,530,Excadrill,Excadrill,Ground,Steel,Sand Rush,Sand Force,Mold Breaker,110,135,60,50,65,88,508,89.1 lbs.,"2'04""",,,Subterrene,0.5,0.5,Drilbur,Field,,Ground / Steel,Sand Rush / Sand Force / Mold Breaker*,,55,68,30,25,33,44,254
Audino,531,Audino,Audino,Normal,,Healer,Regenerator,Klutz,103,60,86,60,86,50,445,68.3 lbs.,"3'07""",,,Hearing,0.5,0.5,,Fairy,,Normal,Healer / Regenerator / Klutz*,,52,30,43,30,43,25,223
Timburr,532,Timburr,Timburr,Fighting,,Guts,Sheer Force,Iron Fist,75,80,55,25,35,35,305,27.6 lbs.,"2'00""",,,Muscular,0.75,0.25,,Human-Like,,Fighting,Guts / Sheer Force / Iron Fist*,,38,40,28,13,18,18,153
Gurdurr,533,Gurdurr,Gurdurr,Fighting,,Guts,Sheer Force,Iron Fist,85,105,85,40,50,40,405,88.2 lbs.,"3'11""",,,Muscular,0.75,0.25,Timburr,Human-Like,,Fighting,Guts / Sheer Force / Iron Fist*,,43,53,43,20,25,20,203
Conkeldurr,534,Conkeldurr,Conkeldurr,Fighting,,Guts,Sheer Force,Iron Fist,105,140,95,55,65,45,505,191.8 lbs.,"4'07""",,,Muscular,0.75,0.25,Gurdurr,Human-Like,,Fighting,Guts / Sheer Force / Iron Fist*,,53,70,48,28,33,23,253
Tympole,535,Tympole,Tympole,Water,,Swift Swim,Hydration,Water Absorb,50,50,40,50,40,64,294,9.9 lbs.,"1'08""",,,Tadpole,0.5,0.5,,Water 1,,Water,Swift Swim / Hydration / Water Absorb*,,25,25,20,25,20,32,147
Palpitoad,536,Palpitoad,Palpitoad,Water,Ground,Swift Swim,Hydration,Water Absorb,75,65,55,65,55,69,384,37.5 lbs.,"2'07""",,,Vibration,0.5,0.5,Tympole,Water 1,,Water / Ground,Swift Swim / Hydration / Water Absorb*,,38,33,28,33,28,35,192
Seismitoad,537,Seismitoad,Seismitoad,Water,Ground,Swift Swim,Poison Touch,Water Absorb,105,95,75,85,75,74,509,136.7 lbs.,"4'11""",,,Vibration,0.5,0.5,Palpitoad,Water 1,,Water / Ground,Swift Swim / Poison Touch / Water Absorb*,,53,48,38,43,38,37,255
Throh,538,Throh,Throh,Fighting,,Guts,Inner Focus,Mold Breaker,120,100,85,30,85,45,465,122.4 lbs.,"4'03""",,,Judo,1,0,,Human-Like,,Fighting,Guts / Inner Focus / Mold Breaker*,,60,50,43,15,43,23,233
Sawk,539,Sawk,Sawk,Fighting,,Sturdy,Inner Focus,Mold Breaker,75,125,75,30,75,85,465,112.4 lbs.,"4'07""",,,Karate,1,0,,Human-Like,,Fighting,Sturdy / Inner Focus / Mold Breaker*,,38,63,38,15,38,43,233
